timestamp_ms,pass_id,row_index,x_m,y_m,zone_id,target_rate_kg_ha,target_mass_g_min,strategy_opening_mm,target_speed_r_min,selected_model,domain_status,status
6200,1,4,10.333333333333334,1.8,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6200,1,5,10.333333333333334,2.4,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6200,1,6,10.333333333333334,3.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6400,1,1,10.666666666666668,0.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6400,1,2,10.666666666666668,0.6,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6400,1,3,10.666666666666668,1.2,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6400,1,4,10.666666666666668,1.8,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6400,1,5,10.666666666666668,2.4,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6400,1,6,10.666666666666668,3.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6600,1,1,11.000000000000002,0.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6600,1,2,11.000000000000002,0.6,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6600,1,3,11.000000000000002,1.2,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6600,1,4,11.000000000000002,1.8,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6600,1,5,11.000000000000002,2.4,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6600,1,6,11.000000000000002,3.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6800,1,1,11.333333333333336,0.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6800,1,2,11.333333333333336,0.6,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6800,1,3,11.333333333333336,1.2,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
